1	N	48
1	J	48
0	J	48
1	R	48
2	N	49
2	J	49
1	W	49
2	R	49
3	N	63
3	J	64
2	J	64
3	R	64
3	W	68
2	R	68
2	E	74
1	J	74
1	R	74
4	N	74
4	J	74
1	W	74
4	R	74
5	N	106
5	J	107
4	W	107
5	R	107
4	J	109
5	E	110
4	R	110
4	W	115
0	R	115
0	W	115
4	J	1666
4	R	1667
4	W	1667
0	R	1667
4	J	1669
4	R	1669
4	W	1669
0	R	1669
4	J	1678
4	R	1678
4	W	1678
0	R	1678
4	J	1682
4	R	1682
4	W	1682
0	R	1682
4	J	1701
4	R	1701
4	W	1701
0	R	1702
4	J	1708
4	R	1708
4	W	1708
0	R	1708
4	J	1711
4	R	1711
4	W	1711
0	R	1711
4	J	1717
4	R	1717
4	W	1717
0	R	1717
4	J	1720
4	R	1720
4	W	1720
0	R	1720
4	J	1727
4	R	1727
4	W	1727
0	R	1727
4	J	1739
4	R	1740
4	W	1745
0	R	1745
4	J	1748
4	R	1748
4	W	1748
0	R	1748
4	J	2265
4	R	2265
6	N	2266
6	J	2266
4	W	2267
6	R	2267
7	N	2268
7	J	2269
8	N	2270
8	J	2270
9	N	2271
9	J	2271
10	N	2271
10	J	2272
6	W	2272
10	R	2272
10	J	2287
9	R	2287
9	W	2287
8	R	2287
8	J	2302
7	R	2302
7	J	2317
10	R	2317
10	J	2332
8	R	2332
8	J	2347
7	R	2347
7	J	2362
10	R	2362
10	J	2377
8	R	2377
9	J	2392
8	J	2392
9	R	2392
9	W	2392
7	R	2392
7	J	2407
10	R	2407
10	J	2422
8	R	2422
8	J	2437
7	R	2437
7	J	2452
10	R	2452
10	J	2467
8	R	2467
8	J	2482
7	R	2482
9	J	2497
7	J	2497
9	R	2497
9	W	2497
10	R	2497
10	J	2512
8	R	2512
8	J	2527
7	R	2527
7	J	2542
10	R	2542
10	J	2557
8	R	2557
8	W	2567
7	R	2567
7	J	2582
10	R	2582
10	J	2597
7	R	2597
9	J	2612
7	J	2612
9	R	2612
9	W	2612
10	R	2612
10	J	2627
7	R	2627
7	J	2642
10	R	2642
10	J	2657
7	R	2657
8	J	2672
7	J	2672
8	R	2672
8	W	2672
10	R	2672
10	J	2687
7	R	2687
7	J	2702
10	R	2702
9	J	2717
10	J	2717
9	R	2717
9	W	2717
7	R	2717
7	J	2732
10	R	2732
10	J	2747
7	R	2747
7	J	2762
10	R	2762
8	J	2777
10	J	2777
8	R	2777
8	W	2777
7	R	2777
7	J	2792
10	R	2792
10	J	2807
7	R	2807
9	J	2822
7	J	2822
9	R	2822
9	W	2822
10	R	2822
10	J	2837
7	R	2837
7	J	2852
10	R	2852
10	J	2867
7	R	2867
8	J	2882
7	J	2882
8	R	2882
8	W	2882
10	R	2882
10	J	2897
7	R	2897
7	J	2912
10	R	2912
9	J	2927
10	J	2927
9	R	2927
9	W	2927
7	R	2927
7	J	2942
10	R	2942
10	J	2957
7	R	2957
7	J	2972
10	R	2972
8	J	2987
10	J	2987
8	R	2987
8	W	2987
7	R	2987
7	J	3002
10	R	3002
10	J	3017
7	R	3017
9	J	3032
7	J	3032
9	R	3032
9	W	3032
10	R	3032
10	J	3047
7	R	3047
7	J	3062
10	R	3062
3	J	3077
10	J	3077
3	R	3077
3	W	3077
7	R	3077
8	J	3092
7	J	3092
8	R	3092
8	W	3092
10	R	3092
10	J	3107
7	R	3107
7	J	3122
10	R	3122
9	J	3137
10	J	3137
9	R	3137
9	W	3137
7	R	3137
7	J	3152
10	R	3152
10	J	3167
7	R	3167
7	J	3182
10	R	3182
8	J	3197
10	J	3197
8	R	3197
8	W	3197
7	R	3197
7	J	3212
10	R	3212
10	J	3227
7	R	3227
9	J	3242
7	J	3242
9	R	3242
9	W	3242
10	R	3242
10	J	3257
7	R	3257
