7	J	3272
10	R	3272
10	J	3287
7	R	3287
8	J	3302
7	J	3302
8	R	3302
8	W	3302
10	R	3302
10	J	3317
7	R	3317
7	J	3332
10	R	3332
9	J	3347
10	J	3347
9	R	3347
9	E	3347
6	J	3347
6	R	3347
6	W	3347
7	R	3347
7	J	3362
10	R	3362
10	J	3377
7	R	3377
7	J	3392
10	R	3392
8	J	3407
10	J	3407
8	R	3407
8	W	3407
7	R	3407
7	J	3422
10	R	3422
10	J	3437
7	R	3437
7	J	3452
10	R	3452
10	J	3467
7	R	3467
7	J	3482
10	R	3482
10	J	3497
7	R	3497
8	J	3512
7	J	3512
8	R	3512
8	E	3512
6	J	3512
6	R	3512
6	W	3512
10	R	3512
10	J	3527
7	R	3527
7	J	3542
10	R	3542
10	J	3557
7	R	3557
7	J	3572
10	R	3572
10	J	3587
7	R	3587
7	J	3602
10	R	3602
10	J	3617
7	R	3617
7	J	3632
10	R	3632
10	J	3647
7	R	3647
7	J	3662
10	R	3662
10	J	3677
7	R	3677
7	J	3692
10	R	3692
10	J	3707
7	R	3707
7	J	3722
10	R	3722
10	J	3737
7	R	3737
7	J	3752
10	R	3752
10	J	3767
7	R	3767
7	J	3782
10	R	3782
10	J	3797
7	R	3797
7	J	3812
10	R	3812
10	J	3827
7	R	3827
7	J	3842
10	R	3842
10	J	3857
7	R	3857
7	J	3872
10	R	3872
10	J	3887
7	R	3887
7	J	3902
10	R	3902
10	J	3917
7	R	3917
7	J	3932
10	R	3932
10	J	3947
7	R	3947
7	J	3962
10	R	3962
10	J	3977
7	R	3977
7	J	3992
10	R	3992
10	J	4007
7	R	4007
7	J	4022
10	R	4022
10	J	4037
7	R	4037
7	J	4052
10	R	4052
10	J	4067
7	R	4067
7	J	4082
10	R	4082
10	J	4097
7	R	4097
7	J	4112
10	R	4112
10	J	4127
7	R	4127
7	J	4142
10	R	4142
10	J	4157
7	R	4157
7	J	4172
10	R	4172
10	J	4187
7	R	4187
7	W	4187
10	R	4187
10	E	4272
6	J	4272
6	R	4272
6	W	4272
0	R	4272
7	J	4288
7	R	4288
7	E	4288
6	J	4288
6	R	4288
6	E	4289
4	J	4289
4	R	4289
11	N	4289
11	J	4290
4	W	4290
11	R	4290
4	J	4292
11	E	4293
4	R	4293
4	W	4293
0	R	4293
4	J	4571
4	R	4571
4	W	4571
0	R	4571
4	J	4576
4	R	4576
4	W	4576
0	R	4577
4	J	4577
4	R	4577
4	W	4577
0	R	4577
4	J	4584
4	R	4584
4	W	4584
0	R	4585
4	J	4598
4	R	4598
4	W	4598
0	R	4598
4	J	4607
4	R	4607
4	W	4607
0	R	4607
4	J	4616
4	R	4616
4	W	4616
0	R	4616
4	J	4625
4	R	4625
4	W	4625
0	R	4625
4	J	4669
4	R	4669
12	N	4670
12	J	4670
4	W	4671
12	R	4671
