7	R	2312
7	J	2327
10	R	2327
8	J	2342
10	J	2342
8	R	2342
8	W	2342
7	R	2342
7	J	2357
10	R	2357
10	J	2372
7	R	2372
9	J	2387
7	J	2387
9	R	2387
9	W	2387
10	R	2387
10	J	2402
7	R	2402
7	J	2417
10	R	2417
10	J	2432
7	R	2432
8	J	2447
7	J	2447
8	R	2447
8	W	2447
10	R	2447
10	J	2462
7	R	2462
7	J	2477
10	R	2477
9	J	2492
10	J	2492
9	R	2492
9	E	2492
6	J	2492
6	R	2492
6	W	2492
7	R	2492
7	J	2507
10	R	2507
10	J	2522
7	R	2522
7	J	2537
10	R	2537
8	J	2552
10	J	2552
8	R	2552
8	W	2552
7	R	2552
7	J	2567
10	R	2567
10	J	2582
7	R	2582
7	J	2597
10	R	2597
10	J	2612
7	R	2612
7	J	2627
10	R	2627
10	J	2642
7	R	2642
8	J	2657
7	J	2657
8	R	2657
8	E	2657
6	J	2657
6	R	2657
6	W	2657
10	R	2657
10	J	2672
7	R	2672
7	J	2687
10	R	2687
10	J	2702
7	R	2702
7	J	2717
10	R	2717
10	J	2732
7	R	2732
7	J	2747
10	R	2747
10	J	2762
7	R	2762
7	J	2777
10	R	2777
10	J	2792
7	R	2792
7	J	2807
10	R	2807
10	J	2822
7	R	2822
7	J	2837
10	R	2837
10	J	2852
7	R	2852
7	J	2867
10	R	2867
10	J	2882
7	R	2882
7	J	2897
10	R	2897
10	J	2912
7	R	2912
7	J	2927
10	R	2927
10	J	2942
7	R	2942
7	J	2957
10	R	2957
10	J	2972
7	R	2972
7	J	2987
10	R	2987
10	J	3002
7	R	3002
7	J	3017
10	R	3017
10	J	3032
7	R	3032
7	J	3047
10	R	3047
10	J	3062
7	R	3062
3	J	3077
7	J	3077
3	R	3077
3	W	3077
10	R	3077
10	J	3092
7	R	3092
7	J	3107
10	R	3107
10	J	3122
7	R	3122
7	J	3137
10	R	3137
10	J	3152
7	R	3152
7	J	3167
10	R	3167
10	J	3182
7	R	3182
7	J	3197
10	R	3197
10	J	3212
7	R	3212
7	J	3227
10	R	3227
10	J	3242
7	R	3242
7	J	3257
10	R	3257
10	J	3272
7	R	3272
7	J	3287
10	R	3287
10	J	3302
7	R	3302
7	J	3317
10	R	3317
10	J	3332
7	R	3332
7	W	3332
10	R	3332
10	E	3417
6	J	3417
6	R	3417
6	W	3417
0	R	3417
7	J	3433
7	R	3433
7	E	3433
6	J	3433
6	R	3433
6	E	3434
4	J	3434
4	R	3434
11	N	3434
11	J	3435
4	W	3435
11	R	3435
4	J	3437
11	E	3438
4	R	3438
4	W	3438
0	R	3438
4	J	4157
4	R	4157
4	W	4158
0	R	4158
4	J	4163
4	R	4163
4	W	4163
0	R	4163
4	J	4164
4	R	4164
4	W	4164
0	R	4164
4	J	4172
4	R	4172
4	W	4172
0	R	4172
4	J	4179
4	R	4179
4	W	4179
0	R	4179
4	J	4187
4	R	4187
4	W	4187
0	R	4187
4	J	4188
4	R	4188
4	W	4188
0	R	4188
4	J	4196
4	R	4196
4	W	4196
0	R	4196
4	J	4234
4	R	4234
12	N	4235
12	J	4236
4	W	4236
12	R	4236
