1	N	48
1	J	48
0	J	48
1	R	48
2	N	49
2	J	49
1	W	49
2	R	49
3	N	63
3	J	64
2	J	64
3	R	64
3	W	68
2	R	68
2	E	73
1	J	73
1	R	73
4	N	74
4	J	74
1	W	74
4	R	74
5	N	106
5	J	106
4	W	107
5	R	107
4	J	109
5	E	109
4	R	109
4	W	115
0	R	115
0	W	115
4	J	958
4	R	958
4	W	958
0	R	958
4	J	963
4	R	963
4	W	963
0	R	963
4	J	967
4	R	967
4	W	967
0	R	967
4	J	974
4	R	974
4	W	974
0	R	974
4	J	1023
4	R	1023
4	W	1023
0	R	1023
4	J	1031
4	R	1031
4	W	1031
0	R	1031
4	J	1033
4	R	1033
4	W	1033
0	R	1033
4	J	1038
4	R	1038
4	W	1038
0	R	1038
4	J	1045
4	R	1045
4	W	1045
0	R	1045
4	J	1054
4	R	1054
4	W	1054
0	R	1054
4	J	1129
4	R	1129
4	W	1135
0	R	1135
4	J	1137
4	R	1137
4	W	1137
0	R	1137
4	J	1242
4	R	1242
4	W	1242
0	R	1242
4	J	1251
4	R	1251
4	W	1251
0	R	1251
4	J	1258
4	R	1258
4	W	1258
0	R	1258
4	J	1258
4	R	1258
4	W	1258
0	R	1258
4	J	1279
4	R	1280
4	W	1285
0	R	1285
4	J	1286
4	R	1286
4	W	1286
0	R	1286
4	J	1410
4	R	1410
6	N	1411
6	J	1411
4	W	1412
6	R	1412
7	N	1413
7	J	1414
8	N	1415
8	J	1415
9	N	1415
9	J	1416
10	N	1416
10	J	1417
6	W	1417
10	R	1417
10	J	1432
9	R	1432
9	W	1432
8	R	1432
8	J	1447
7	R	1447
7	J	1462
10	R	1462
10	J	1477
8	R	1477
8	J	1492
7	R	1492
7	J	1507
10	R	1507
10	J	1522
8	R	1522
9	J	1537
8	J	1537
9	R	1537
9	W	1537
7	R	1537
7	J	1552
10	R	1552
10	J	1567
8	R	1567
8	J	1582
7	R	1582
7	J	1597
10	R	1597
10	J	1612
8	R	1612
8	J	1627
7	R	1627
9	J	1642
7	J	1642
9	R	1642
9	W	1642
10	R	1642
10	J	1657
8	R	1657
8	J	1672
7	R	1672
7	J	1687
10	R	1687
10	J	1702
8	R	1702
8	W	1712
7	R	1712
7	J	1727
10	R	1727
10	J	1742
7	R	1742
9	J	1757
7	J	1757
9	R	1757
9	W	1757
10	R	1757
10	J	1772
7	R	1772
7	J	1787
10	R	1787
10	J	1802
7	R	1802
8	J	1817
7	J	1817
8	R	1817
8	W	1817
10	R	1817
10	J	1832
7	R	1832
7	J	1847
10	R	1847
9	J	1862
10	J	1862
9	R	1862
9	W	1862
7	R	1862
7	J	1877
10	R	1877
10	J	1892
7	R	1892
7	J	1907
10	R	1907
8	J	1922
10	J	1922
8	R	1922
8	W	1922
7	R	1922
7	J	1937
10	R	1937
10	J	1952
7	R	1952
9	J	1967
7	J	1967
9	R	1967
9	W	1967
10	R	1967
10	J	1982
7	R	1982
7	J	1997
10	R	1997
10	J	2012
7	R	2012
8	J	2027
7	J	2027
8	R	2027
8	W	2027
10	R	2027
10	J	2042
7	R	2042
7	J	2057
10	R	2057
9	J	2072
10	J	2072
9	R	2072
9	W	2072
7	R	2072
7	J	2087
10	R	2087
10	J	2102
7	R	2102
7	J	2117
10	R	2117
8	J	2132
10	J	2132
8	R	2132
8	W	2132
7	R	2132
7	J	2147
10	R	2147
10	J	2162
7	R	2162
9	J	2177
7	J	2177
9	R	2177
9	W	2177
10	R	2177
10	J	2192
7	R	2192
7	J	2207
10	R	2207
10	J	2222
7	R	2222
8	J	2237
7	J	2237
8	R	2237
8	W	2237
10	R	2237
10	J	2252
7	R	2252
7	J	2267
10	R	2267
9	J	2282
10	J	2282
9	R	2282
9	W	2282
7	R	2282
7	J	2297
10	R	2297
10	J	2312
