9	R	1469
9	W	1469
7	R	1469
7	J	1484
10	R	1484
10	J	1499
7	R	1499
7	J	1514
10	R	1514
10	J	1529
7	R	1529
7	J	1544
10	R	1544
10	J	1559
7	R	1559
9	J	1574
7	J	1574
9	R	1574
9	E	1574
6	J	1574
6	R	1574
6	W	1574
10	R	1574
10	J	1589
7	R	1589
7	J	1604
10	R	1604
10	J	1619
7	R	1619
7	J	1634
10	R	1634
10	J	1649
7	R	1649
7	J	1664
10	R	1664
10	J	1679
7	R	1679
7	J	1694
10	R	1694
10	J	1709
7	R	1709
7	J	1724
10	R	1724
10	J	1739
7	R	1739
7	J	1754
10	R	1754
10	J	1769
7	R	1769
7	J	1784
10	R	1784
10	J	1799
7	R	1799
7	J	1814
10	R	1814
10	J	1829
7	R	1829
7	J	1844
10	R	1844
10	J	1859
7	R	1859
7	J	1874
10	R	1874
10	J	1889
7	R	1889
7	J	1904
10	R	1904
10	J	1919
7	R	1919
7	J	1934
10	R	1934
10	J	1949
7	R	1949
7	J	1964
10	R	1964
10	J	1979
7	R	1979
7	J	1994
10	R	1994
10	J	2009
7	R	2009
7	J	2024
10	R	2024
10	J	2039
7	R	2039
7	J	2054
10	R	2054
10	J	2069
7	R	2069
7	J	2084
10	R	2084
10	J	2099
7	R	2099
7	J	2114
10	R	2114
10	J	2129
7	R	2129
7	J	2144
10	R	2144
10	J	2159
7	R	2159
7	J	2174
10	R	2174
10	J	2189
7	R	2189
7	J	2204
10	R	2204
10	J	2219
7	R	2219
7	J	2234
10	R	2234
10	W	2235
7	R	2235
7	E	2335
6	J	2335
6	R	2335
6	W	2335
0	R	2335
10	J	2336
10	R	2336
10	E	2336
6	J	2336
6	R	2336
6	E	2337
4	J	2337
4	R	2337
11	N	2337
11	J	2338
4	W	2338
11	R	2338
4	J	2340
11	E	2341
4	R	2341
4	W	2341
0	R	2341
3	J	3067
3	R	3067
3	W	3067
0	R	3067
4	J	3160
4	R	3160
4	W	3160
0	R	3160
4	J	3163
4	R	3163
4	W	3163
0	R	3163
4	J	3170
4	R	3170
4	W	3170
0	R	3170
4	J	3183
4	R	3183
4	W	3183
0	R	3183
4	J	3185
4	R	3185
4	W	3185
0	R	3185
4	J	3194
4	R	3194
4	W	3194
0	R	3194
4	J	3196
4	R	3196
4	W	3196
0	R	3196
4	J	3205
4	R	3205
4	W	3205
0	R	3205
4	J	3303
4	R	3303
12	N	3304
12	J	3305
4	W	3305
12	R	3305
